# Test: Metal Detector Battery Discharge Test
# Date: 2026-01-21 11:51:43
# Threshold: 6.0V
# Pass criteria: > 100 min
#
elapsed_seconds,elapsed_minutes,voltage_V
2515.0,41.917,8.3447
2516.0,41.933,8.3665
2517.0,41.950,8.4100
2518.0,41.967,8.3665
2519.0,41.983,8.3229
2520.0,42.000,8.3265
2521.0,42.017,8.3265
2522.0,42.033,8.2975
2523.0,42.050,8.3301
2524.0,42.067,8.3265
2525.0,42.083,8.2829
2526.0,42.100,8.3519
2527.0,42.117,8.3628
2528.0,42.133,8.3701
2529.0,42.150,8.3556
2530.0,42.167,8.3628
2531.0,42.183,8.3374
2532.0,42.200,8.2975
2533.0,42.217,8.3410
2534.0,42.233,8.3301
2535.0,42.250,8.3701
2536.0,42.267,8.3229
2537.0,42.283,8.3483
2538.0,42.300,8.3955
2539.0,42.317,8.3701
2540.0,42.333,8.4064
2541.0,42.350,8.3883
2542.0,42.367,8.3556
2543.0,42.383,8.3774
2544.0,42.400,8.3156
2545.0,42.417,8.3665
2546.0,42.433,8.2866
2547.0,42.450,8.2720
2548.0,42.467,8.3156
2549.0,42.483,8.2793
2550.0,42.500,8.3483
2551.0,42.517,8.3883
2552.0,42.533,8.3846
2553.0,42.550,8.3665
2554.0,42.567,8.3628
2555.0,42.583,8.3955
2556.0,42.600,8.3556
2557.0,42.617,8.3556
2558.0,42.633,8.3810
2559.0,42.650,8.3556
2560.0,42.667,8.2466
2561.0,42.683,8.2757
2562.0,42.700,8.3120
2563.0,42.717,8.3991
2564.0,42.733,8.3846
2565.0,42.750,8.3665
2566.0,42.767,8.3665
2567.0,42.783,8.4028
2568.0,42.800,8.3665
2569.0,42.817,8.3665
2570.0,42.833,8.3265
2571.0,42.850,8.3229
2572.0,42.867,8.3374
2573.0,42.883,8.3265
2574.0,42.900,8.3120
2575.0,42.917,8.3084
2576.0,42.933,8.3774
2577.0,42.950,8.3919
2578.0,42.967,8.3774
2579.0,42.983,8.3556
2580.0,43.000,8.3665
2581.0,43.017,8.3774
2582.0,43.033,8.3810
2583.0,43.050,8.3265
2584.0,43.067,8.2648
2585.0,43.083,8.2285
2586.0,43.100,8.3229
2587.0,43.117,8.3265
2588.0,43.133,8.3120
2589.0,43.150,8.3955
2590.0,43.167,8.3774
2591.0,43.183,8.3774
2592.0,43.200,8.3556
2593.0,43.217,8.3774
2594.0,43.233,8.3229
2595.0,43.250,8.3229
2596.0,43.267,8.2757
2597.0,43.283,8.3410
2598.0,43.300,8.2829
2599.0,43.317,8.3011
2600.0,43.333,8.3265
2601.0,43.350,8.3810
2602.0,43.367,8.3774
2603.0,43.383,8.3955
2604.0,43.400,8.3955
2605.0,43.417,8.3665
2606.0,43.433,8.3774
2607.0,43.450,8.3810
2608.0,43.467,8.2503
2609.0,43.483,8.2648
2610.0,43.500,8.2466
2611.0,43.517,8.3120
2612.0,43.533,8.3410
2613.0,43.550,8.2611
2614.0,43.567,8.3846
2615.0,43.583,8.3846
2616.0,43.600,8.3701
2617.0,43.617,8.3810
2618.0,43.633,8.3628
2619.0,43.650,8.3556
2620.0,43.667,8.3301
2621.0,43.683,8.3519
2622.0,43.700,8.3047
2623.0,43.717,8.3193
2624.0,43.733,8.3883
2625.0,43.750,8.2757
2626.0,43.767,8.2321
2627.0,43.783,8.3774
2628.0,43.800,8.3665
2629.0,43.817,8.3556
2630.0,43.833,8.3919
2631.0,43.850,8.3665
2632.0,43.867,8.3628
2633.0,43.883,8.2611
2634.0,43.900,8.3047
2635.0,43.917,8.2357
2636.0,43.933,8.3410
2637.0,43.950,8.3120
2638.0,43.967,8.3447
2639.0,43.983,8.3556
2640.0,44.000,8.3774
2641.0,44.017,8.3919
2642.0,44.033,8.3665
2643.0,44.050,8.3628
2644.0,44.067,8.3447
2645.0,44.083,8.3483
2646.0,44.100,8.2975
2647.0,44.117,8.3156
2648.0,44.133,8.3374
2649.0,44.150,8.3156
2650.0,44.167,8.2720
2651.0,44.183,8.2829
2652.0,44.200,8.3628
2653.0,44.217,8.3810
2654.0,44.233,8.3519
2655.0,44.250,8.3774
2656.0,44.267,8.3955
2657.0,44.283,8.2938
2658.0,44.300,8.2684
2659.0,44.317,8.3011
2660.0,44.333,8.3120
2661.0,44.350,8.2321
2662.0,44.367,8.3374
2663.0,44.383,8.2829
2664.0,44.400,8.3556
2665.0,44.417,8.3665
2666.0,44.433,8.3556
2667.0,44.450,8.3374
2668.0,44.467,8.3774
2669.0,44.483,8.3519
2670.0,44.500,8.3265
2671.0,44.517,8.3156
2672.0,44.533,8.2866
2673.0,44.550,8.3265
2674.0,44.567,8.2975
2675.0,44.583,8.2611
2676.0,44.600,8.3265
2677.0,44.617,8.3519
2678.0,44.633,8.3665
2679.0,44.650,8.3556
2680.0,44.667,8.3774
2681.0,44.683,8.3810
2682.0,44.700,8.3628
2683.0,44.717,8.3193
2684.0,44.733,8.2720
2685.0,44.750,8.3229
2686.0,44.767,8.3229
2687.0,44.783,8.3011
2688.0,44.800,8.2466
2689.0,44.817,8.3628
2690.0,44.833,8.3810
2691.0,44.850,8.3556
2692.0,44.867,8.3628
2693.0,44.883,8.3519
2694.0,44.900,8.3665
2695.0,44.917,8.3410
2696.0,44.933,8.2757
2697.0,44.950,8.3265
2698.0,44.967,8.2430
2699.0,44.983,8.2503
2700.0,45.000,8.2503
2701.0,45.017,8.3265
2702.0,45.033,8.3883
2703.0,45.050,8.3810
2704.0,45.067,8.3229
2705.0,45.083,8.3556
2706.0,45.100,8.3447
2707.0,45.117,8.3556
2708.0,45.133,8.3374
2709.0,45.150,8.2394
2710.0,45.167,8.2430
2711.0,45.183,8.3156
2712.0,45.200,8.2248
2713.0,45.217,8.2321
2714.0,45.233,8.3665
2715.0,45.250,8.3883
2716.0,45.267,8.3846
2717.0,45.283,8.3701
2718.0,45.300,8.3665
2719.0,45.317,8.3519
2720.0,45.333,8.2466
2721.0,45.350,8.3011
2722.0,45.367,8.2357
2723.0,45.383,8.3374
2724.0,45.400,8.2176
2725.0,45.417,8.2902
2726.0,45.433,8.1958
2727.0,45.450,8.3229
2728.0,45.467,8.3628
2729.0,45.483,8.3519
2730.0,45.500,8.3665
2731.0,45.517,8.3701
2732.0,45.533,8.3519
2733.0,45.550,8.3265
2734.0,45.567,8.2285
2735.0,45.583,8.3519
2736.0,45.600,8.2357
2737.0,45.617,8.2357
2738.0,45.633,8.3120
2739.0,45.650,8.3483
2740.0,45.667,8.3846
2741.0,45.683,8.3628
2742.0,45.700,8.3556
2743.0,45.717,8.3556
2744.0,45.733,8.3665
2745.0,45.750,8.3665
2746.0,45.767,8.2866
2747.0,45.783,8.2829
2748.0,45.800,8.2357
2749.0,45.817,8.2757
2750.0,45.833,8.3156
2751.0,45.850,8.3084
2752.0,45.867,8.3265
2753.0,45.883,8.3774
2754.0,45.900,8.3483
2755.0,45.917,8.3665
2756.0,45.933,8.3556
2757.0,45.950,8.3919
2758.0,45.967,8.3120
2759.0,45.983,8.2975
2760.0,46.000,8.2139
2761.0,46.017,8.2684
2762.0,46.033,8.3301
2763.0,46.050,8.3229
2764.0,46.067,8.2975
2765.0,46.083,8.3701
2766.0,46.100,8.3519
2767.0,46.117,8.3883
2768.0,46.133,8.3774
2769.0,46.150,8.3374
2770.0,46.167,8.3410
2771.0,46.183,8.3592
2772.0,46.200,8.2430
2773.0,46.217,8.3120
2774.0,46.233,8.2503
2775.0,46.250,8.2866
2776.0,46.267,8.2503
2777.0,46.283,8.2720
2778.0,46.300,8.3483
2779.0,46.317,8.3556
2780.0,46.333,8.3701
2781.0,46.350,8.3447
2782.0,46.367,8.3519
2783.0,46.383,8.3556
2784.0,46.400,8.2430
2785.0,46.417,8.2757
2786.0,46.433,8.3193
2787.0,46.450,8.3047
2788.0,46.467,8.2975
2789.0,46.483,8.3883
2790.0,46.500,8.3374
2791.0,46.517,8.3410
2792.0,46.533,8.3374
2793.0,46.550,8.3374
2794.0,46.567,8.3011
2795.0,46.583,8.3410
2796.0,46.600,8.2285
2797.0,46.617,8.2539
2798.0,46.633,8.3011
2799.0,46.650,8.2176
2800.0,46.667,8.3156
2801.0,46.683,8.2321
2802.0,46.700,8.2430
2803.0,46.717,8.3774
2804.0,46.733,8.3556
2805.0,46.750,8.3301
2806.0,46.767,8.3265
2807.0,46.783,8.3265
2808.0,46.800,8.3483
2809.0,46.817,8.3338
2810.0,46.833,8.2611
2811.0,46.850,8.3084
2812.0,46.867,8.2430
2813.0,46.883,8.2357
2814.0,46.900,8.3810
2815.0,46.917,8.3919
2816.0,46.933,8.3592
2817.0,46.950,8.3519
2818.0,46.967,8.3483
2819.0,46.983,8.3265
2820.0,47.000,8.3483
2821.0,47.017,8.2611
2822.0,47.033,8.2611
2823.0,47.050,8.2357
2824.0,47.067,8.2285
2825.0,47.083,8.2757
2826.0,47.100,8.2757
2827.0,47.117,8.3628
2828.0,47.133,8.3519
2829.0,47.150,8.3374
2830.0,47.167,8.3810
2831.0,47.183,8.3628
2832.0,47.200,8.3374
2833.0,47.217,8.3011
2834.0,47.233,8.2430
2835.0,47.250,8.3120
2836.0,47.267,8.2285
2837.0,47.283,8.2321
2838.0,47.300,8.2503
2839.0,47.317,8.2975
2840.0,47.333,8.3665
2841.0,47.350,8.3519
2842.0,47.367,8.3301
2843.0,47.383,8.3084
2844.0,47.400,8.3374
2845.0,47.417,8.3374
2846.0,47.433,8.3229
2847.0,47.450,8.3410
2848.0,47.467,8.2430
2849.0,47.483,8.2829
2850.0,47.500,8.3011
2851.0,47.517,8.2030
2852.0,47.533,8.2902
2853.0,47.550,8.3483
2854.0,47.567,8.3628
2855.0,47.583,8.3665
2856.0,47.600,8.3410
2857.0,47.617,8.3556
2858.0,47.633,8.2975
2859.0,47.650,8.2285
2860.0,47.667,8.2684
2861.0,47.683,8.2757
2862.0,47.700,8.2866
2863.0,47.717,8.2975
2864.0,47.733,8.2866
2865.0,47.750,8.3483
2866.0,47.767,8.3193
2867.0,47.783,8.3447
2868.0,47.800,8.3556
2869.0,47.817,8.3701
2870.0,47.833,8.3519
2871.0,47.850,8.2466
2872.0,47.867,8.3483
2873.0,47.883,8.2829
2874.0,47.900,8.2466
2875.0,47.917,8.3229
2876.0,47.933,8.2975
2877.0,47.950,8.2902
2878.0,47.967,8.3374
2879.0,47.983,8.3519
2880.0,48.000,8.3519
2881.0,48.017,8.3628
2882.0,48.033,8.3156
2883.0,48.050,8.3156
2884.0,48.067,8.2975
2885.0,48.083,8.3011
2886.0,48.100,8.2575
2887.0,48.117,8.2829
2888.0,48.133,8.3374
2889.0,48.150,8.3120
2890.0,48.167,8.3374
2891.0,48.183,8.3374
2892.0,48.200,8.3229
2893.0,48.217,8.3556
2894.0,48.233,8.3483
2895.0,48.250,8.3628
2896.0,48.267,8.3374
2897.0,48.283,8.2321
2898.0,48.300,8.2466
2899.0,48.317,8.2285
2900.0,48.333,8.2357
2901.0,48.350,8.2684
2902.0,48.367,8.2829
2903.0,48.383,8.3556
2904.0,48.400,8.3338
2905.0,48.417,8.3374
2906.0,48.433,8.3229
2907.0,48.450,8.3447
2908.0,48.467,8.3483
2909.0,48.483,8.3156
2910.0,48.500,8.2285
2911.0,48.517,8.3556
2912.0,48.533,8.3229
2913.0,48.550,8.3120
2914.0,48.567,8.3084
2915.0,48.583,8.2829
2916.0,48.600,8.3410
2917.0,48.617,8.3156
2918.0,48.633,8.3556
2919.0,48.650,8.3120
2920.0,48.667,8.3519
2921.0,48.683,8.3156
2922.0,48.700,8.2103
2923.0,48.717,8.2902
2924.0,48.733,8.2866
2925.0,48.750,8.2067
2926.0,48.767,8.2720
2927.0,48.783,8.2757
2928.0,48.800,8.2357
2929.0,48.817,8.3628
2930.0,48.833,8.3265
2931.0,48.850,8.3628
2932.0,48.867,8.3374
2933.0,48.883,8.3265
2934.0,48.900,8.3265
2935.0,48.917,8.2829
2936.0,48.933,8.2720
2937.0,48.950,8.2394
2938.0,48.967,8.2248
2939.0,48.983,8.3265
2940.0,49.000,8.3338
2941.0,49.017,8.3265
2942.0,49.033,8.3447
2943.0,49.050,8.3265
2944.0,49.067,8.3410
2945.0,49.083,8.3374
2946.0,49.100,8.2357
2947.0,49.117,8.2793
2948.0,49.133,8.3265
2949.0,49.150,8.2902
2950.0,49.167,8.2720
2951.0,49.183,8.2866
2952.0,49.200,8.3084
2953.0,49.217,8.2648
2954.0,49.233,8.3084
2955.0,49.250,8.3374
2956.0,49.267,8.3410
2957.0,49.283,8.3084
2958.0,49.300,8.3156
2959.0,49.317,8.3483
2960.0,49.333,8.2829
2961.0,49.350,8.2466
2962.0,49.367,8.2321
2963.0,49.383,8.3011
2964.0,49.400,8.2103
2965.0,49.417,8.3556
2966.0,49.433,8.3556
2967.0,49.450,8.3447
2968.0,49.467,8.3229
2969.0,49.483,8.3301
2970.0,49.500,8.3374
2971.0,49.517,8.3410
2972.0,49.533,8.2720
2973.0,49.550,8.2575
2974.0,49.567,8.3047
2975.0,49.583,8.2866
2976.0,49.600,8.3265
2977.0,49.617,8.2357
2978.0,49.633,8.2030
2979.0,49.650,8.3374
2980.0,49.667,8.3447
2981.0,49.683,8.3483
2982.0,49.700,8.3084
2983.0,49.717,8.3556
2984.0,49.733,8.3301
2985.0,49.750,8.2466
2986.0,49.767,8.2829
2987.0,49.783,8.2539
2988.0,49.800,8.2611
2989.0,49.817,8.3156
2990.0,49.833,8.2975
2991.0,49.850,8.3447
2992.0,49.867,8.3374
2993.0,49.883,8.3193
2994.0,49.900,8.3519
2995.0,49.917,8.3265
2996.0,49.933,8.3120
2997.0,49.950,8.2430
2998.0,49.967,8.2975
2999.0,49.983,8.2866
3000.0,50.000,8.2503
3001.0,50.017,8.2684
3002.0,50.033,8.1667
3003.0,50.050,8.3410
3004.0,50.067,8.3374
3005.0,50.083,8.3265
3006.0,50.100,8.3265
3007.0,50.117,8.3301
3008.0,50.133,8.3519
3009.0,50.150,8.3519
3010.0,50.167,8.2938
3011.0,50.183,8.2866
3012.0,50.200,8.2067
3013.0,50.217,8.2720
3014.0,50.233,8.2829
3015.0,50.250,8.2975
3016.0,50.267,8.3483
3017.0,50.283,8.3156
3018.0,50.300,8.3120
3019.0,50.317,8.3265
3020.0,50.333,8.3519
3021.0,50.350,8.3156
3022.0,50.367,8.3156
3023.0,50.383,8.1921
3024.0,50.400,8.3011
3025.0,50.417,8.2176
3026.0,50.433,8.2757
3027.0,50.450,8.3374
3028.0,50.467,8.2212
3029.0,50.483,8.3229
3030.0,50.500,8.3265
3031.0,50.517,8.3665
3032.0,50.533,8.3047
3033.0,50.550,8.3483
3034.0,50.567,8.3229
3035.0,50.583,8.2285
3036.0,50.600,8.2684
3037.0,50.617,8.2321
3038.0,50.633,8.3047
3039.0,50.650,8.2103
3040.0,50.667,8.2829
3041.0,50.683,8.3047
3042.0,50.700,8.3483
3043.0,50.717,8.3374
3044.0,50.733,8.3265
3045.0,50.750,8.3338
3046.0,50.767,8.3519
3047.0,50.783,8.3156
3048.0,50.800,8.2067
3049.0,50.817,8.2321
3050.0,50.833,8.2720
3051.0,50.850,8.3047
3052.0,50.867,8.2503
3053.0,50.883,8.1921
3054.0,50.900,8.3556
3055.0,50.917,8.3665
3056.0,50.933,8.3483
3057.0,50.950,8.2866
3058.0,50.967,8.3483
3059.0,50.983,8.3084
3060.0,51.000,8.2648
3061.0,51.017,8.2938
3062.0,51.033,8.1958
3063.0,51.050,8.2866
3064.0,51.067,8.2466
3065.0,51.083,8.2176
3066.0,51.100,8.2902
3067.0,51.117,8.3374
3068.0,51.133,8.2902
3069.0,51.150,8.3265
3070.0,51.167,8.3156
3071.0,51.183,8.3265
3072.0,51.200,8.2285
3073.0,51.217,8.1958
3074.0,51.233,8.2539
3075.0,51.250,8.3265
3076.0,51.267,8.2285
3077.0,51.283,8.2829
3078.0,51.300,8.1958
3079.0,51.317,8.3011
3080.0,51.333,8.3410
3081.0,51.350,8.3265
3082.0,51.367,8.3120
3083.0,51.383,8.3229
3084.0,51.400,8.3410
3085.0,51.417,8.2067
3086.0,51.433,8.2720
3087.0,51.450,8.2684
3088.0,51.467,8.2757
3089.0,51.483,8.2212
3090.0,51.500,8.2466
3091.0,51.517,8.2030
3092.0,51.533,8.3519
3093.0,51.550,8.3410
3094.0,51.567,8.3374
3095.0,51.583,8.3120
3096.0,51.600,8.3229
3097.0,51.617,8.3229
3098.0,51.633,8.2067
3099.0,51.650,8.2430
3100.0,51.667,8.3120
3101.0,51.683,8.2575
3102.0,51.700,8.2902
3103.0,51.717,8.2684
3104.0,51.733,8.3265
3105.0,51.750,8.3229
3106.0,51.767,8.3265
3107.0,51.783,8.3519
3108.0,51.800,8.3374
3109.0,51.817,8.3156
3110.0,51.833,8.2975
3111.0,51.850,8.2829
3112.0,51.867,8.2176
3113.0,51.883,8.2103
3114.0,51.900,8.2829
3115.0,51.917,8.3047
3116.0,51.933,8.3301
3117.0,51.950,8.3120
3118.0,51.967,8.3120
3119.0,51.983,8.3338
3120.0,52.000,8.3047
3121.0,52.017,8.3374
3122.0,52.033,8.3156
3123.0,52.050,8.2975
3124.0,52.067,8.2975
3125.0,52.083,8.2611
3126.0,52.100,8.2757
3127.0,52.117,8.2757
3128.0,52.133,8.2503
3129.0,52.150,8.3519
3130.0,52.167,8.3265
3131.0,52.183,8.3193
3132.0,52.200,8.3229
3133.0,52.217,8.3193
3134.0,52.233,8.2866
3135.0,52.250,8.2975
3136.0,52.267,8.2611
3137.0,52.283,8.2285
3138.0,52.300,8.2503
3139.0,52.317,8.2648
3140.0,52.333,8.2611
3141.0,52.350,8.2975
3142.0,52.367,8.3229
3143.0,52.383,8.3047
3144.0,52.400,8.3301
3145.0,52.417,8.3011
3146.0,52.433,8.3410
3147.0,52.450,8.3265
3148.0,52.467,8.1921
3149.0,52.483,8.2829
3150.0,52.500,8.2357
3151.0,52.517,8.2357
3152.0,52.533,8.2648
3153.0,52.550,8.1885
3154.0,52.567,8.2793
3155.0,52.583,8.3229
3156.0,52.600,8.3374
3157.0,52.617,8.3410
3158.0,52.633,8.3229
3159.0,52.650,8.3156
3160.0,52.667,8.2902
3161.0,52.683,8.1885
3162.0,52.700,8.1885
3163.0,52.717,8.1813
3164.0,52.733,8.2902
3165.0,52.750,8.2757
3166.0,52.767,8.1776
3167.0,52.783,8.3519
3168.0,52.800,8.3156
3169.0,52.817,8.3374
3170.0,52.833,8.2648
3171.0,52.850,8.3193
3172.0,52.867,8.3120
3173.0,52.883,8.3265
3174.0,52.900,8.2503
3175.0,52.917,8.2212
3176.0,52.933,8.2212
3177.0,52.950,8.2466
3178.0,52.967,8.2684
3179.0,52.983,8.1849
3180.0,53.000,8.3084
3181.0,53.017,8.3011
3182.0,53.033,8.3301
3183.0,53.050,8.2975
3184.0,53.067,8.3265
3185.0,53.083,8.2030
3186.0,53.100,8.2975
3187.0,53.117,8.2030
3188.0,53.133,8.2575
3189.0,53.150,8.2539
3190.0,53.167,8.2757
3191.0,53.183,8.2030
3192.0,53.200,8.3047
3193.0,53.217,8.2975
3194.0,53.233,8.3229
3195.0,53.250,8.3193
3196.0,53.267,8.3011
3197.0,53.283,8.3011
3198.0,53.300,8.2975
3199.0,53.317,8.2975
3200.0,53.333,8.2611
3201.0,53.350,8.2357
3202.0,53.367,8.2103
3203.0,53.383,8.2684
3204.0,53.400,8.2067
3205.0,53.417,8.3374
3206.0,53.433,8.3156
3207.0,53.450,8.3265
3208.0,53.467,8.3229
3209.0,53.483,8.3156
3210.0,53.500,8.3120
3211.0,53.517,8.2357
3212.0,53.533,8.2430
3213.0,53.550,8.2575
3214.0,53.567,8.2176
3215.0,53.583,8.2466
3216.0,53.600,8.2975
3217.0,53.617,8.2394
3218.0,53.633,8.3156
3219.0,53.650,8.1885
3220.0,53.667,8.2975
3221.0,53.683,8.2902
3222.0,53.700,8.3120
3223.0,53.717,8.2575
3224.0,53.733,8.2575
3225.0,53.750,8.2030
3226.0,53.767,8.1740
3227.0,53.783,8.2757
3228.0,53.800,8.2757
3229.0,53.817,8.2902
3230.0,53.833,8.3229
3231.0,53.850,8.3156
3232.0,53.867,8.3156
3233.0,53.883,8.2975
3234.0,53.900,8.3193
3235.0,53.917,8.3011
3236.0,53.933,8.1776
3237.0,53.950,8.2866
3238.0,53.967,8.2212
3239.0,53.983,8.2720
3240.0,54.000,8.2030
3241.0,54.017,8.2611
3242.0,54.033,8.1776
3243.0,54.050,8.3374
3244.0,54.067,8.3374
3245.0,54.083,8.3047
3246.0,54.100,8.3301
3247.0,54.117,8.3011
3248.0,54.133,8.2466
3249.0,54.150,8.1885
3250.0,54.167,8.2975
3251.0,54.183,8.3011
3252.0,54.200,8.2430
3253.0,54.217,8.2030
3254.0,54.233,8.2720
3255.0,54.250,8.3120
3256.0,54.267,8.2720
3257.0,54.283,8.3265
3258.0,54.300,8.3229
3259.0,54.317,8.2975
3260.0,54.333,8.2829
3261.0,54.350,8.2285
3262.0,54.367,8.2321
3263.0,54.383,8.2575
3264.0,54.400,8.3156
3265.0,54.417,8.2176
3266.0,54.433,8.1958
3267.0,54.450,8.2503
3268.0,54.467,8.3483
3269.0,54.483,8.2866
3270.0,54.500,8.3374
3271.0,54.517,8.3084
3272.0,54.533,8.3084
3273.0,54.550,8.2902
3274.0,54.567,8.2176
3275.0,54.583,8.2902
3276.0,54.600,8.2720
3277.0,54.617,8.2684
3278.0,54.633,8.2176
3279.0,54.650,8.2720
3280.0,54.667,8.3301
3281.0,54.683,8.3229
3282.0,54.700,8.3156
3283.0,54.717,8.3120
3284.0,54.733,8.3084
3285.0,54.750,8.1813
3286.0,54.767,8.1813
3287.0,54.783,8.2176
3288.0,54.800,8.2067
3289.0,54.817,8.2539
3290.0,54.833,8.2103
3291.0,54.850,8.2503
3292.0,54.867,8.2866
3293.0,54.883,8.3265
3294.0,54.900,8.3084
3295.0,54.917,8.3047
3296.0,54.933,8.2975
3297.0,54.950,8.2866
3298.0,54.967,8.2866
3299.0,54.983,8.1813
3300.0,55.000,8.1558
3301.0,55.017,8.2720
3302.0,55.033,8.2866
3303.0,55.050,8.1704
3304.0,55.067,8.1885
3305.0,55.083,8.1667
3306.0,55.100,8.3301
3307.0,55.117,8.3011
3308.0,55.133,8.3084
3309.0,55.150,8.2975
3310.0,55.167,8.2757
3311.0,55.183,8.2684
3312.0,55.200,8.2466
3313.0,55.217,8.2829
3314.0,55.233,8.2503
3315.0,55.250,8.2829
3316.0,55.267,8.2430
3317.0,55.283,8.3011
3318.0,55.300,8.2611
3319.0,55.317,8.2648
3320.0,55.333,8.3084
3321.0,55.350,8.3120
3322.0,55.367,8.3156
3323.0,55.383,8.2103
3324.0,55.400,8.2212
3325.0,55.417,8.1885
3326.0,55.433,8.2357
3327.0,55.450,8.2720
3328.0,55.467,8.2938
3329.0,55.483,8.2503
3330.0,55.500,8.3374
3331.0,55.517,8.3047
3332.0,55.533,8.3011
3333.0,55.550,8.3084
3334.0,55.567,8.3084
3335.0,55.583,8.3011
3336.0,55.600,8.2030
3337.0,55.617,8.2394
3338.0,55.633,8.1958
3339.0,55.650,8.1958
3340.0,55.667,8.2757
3341.0,55.683,8.2575
3342.0,55.700,8.2757
3343.0,55.717,8.3229
3344.0,55.733,8.2975
3345.0,55.750,8.3156
3346.0,55.767,8.3011
3347.0,55.783,8.3047
3348.0,55.800,8.3011
3349.0,55.817,8.2139
3350.0,55.833,8.2575
3351.0,55.850,8.2575
3352.0,55.867,8.2030
3353.0,55.883,8.1921
3354.0,55.900,8.2757
3355.0,55.917,8.2866
3356.0,55.933,8.3120
3357.0,55.950,8.3011
3358.0,55.967,8.3084
3359.0,55.983,8.2975
3360.0,56.000,8.3084
3361.0,56.017,8.2866
3362.0,56.033,8.2357
3363.0,56.050,8.3374
3364.0,56.067,8.2503
3365.0,56.083,8.2430
3366.0,56.100,8.2176
3367.0,56.117,8.2503
3368.0,56.133,8.3156
3369.0,56.150,8.2430
3370.0,56.167,8.2975
3371.0,56.183,8.3120
3372.0,56.200,8.3265
3373.0,56.217,8.3011
3374.0,56.233,8.2611
3375.0,56.250,8.2103
3376.0,56.267,8.2757
3377.0,56.283,8.1849
3378.0,56.300,8.2067
3379.0,56.317,8.2030
3380.0,56.333,8.2902
3381.0,56.350,8.3120
3382.0,56.367,8.3519
3383.0,56.383,8.3120
3384.0,56.400,8.3011
3385.0,56.417,8.2975
3386.0,56.433,8.2611
3387.0,56.450,8.1558
3388.0,56.467,8.2394
3389.0,56.483,8.2902
3390.0,56.500,8.2539
3391.0,56.517,8.1813
3392.0,56.533,8.2684
3393.0,56.550,8.2757
3394.0,56.567,8.2902
3395.0,56.583,8.2829
3396.0,56.600,8.2757
3397.0,56.617,8.2684
3398.0,56.633,8.3011
3399.0,56.650,8.3084
3400.0,56.667,8.2575
3401.0,56.683,8.2975
3402.0,56.700,8.2430
3403.0,56.717,8.1921
3404.0,56.733,8.2430
3405.0,56.750,8.2357
3406.0,56.767,8.3047
3407.0,56.783,8.3229
3408.0,56.800,8.3011
3409.0,56.817,8.3011
3410.0,56.833,8.2575
3411.0,56.850,8.2866
3412.0,56.867,8.2394
3413.0,56.883,8.2720
3414.0,56.900,8.2720
3415.0,56.917,8.2248
3416.0,56.933,8.2611
3417.0,56.950,8.2357
3418.0,56.967,8.2902
3419.0,56.983,8.2866
3420.0,57.000,8.2938
3421.0,57.017,8.2866
3422.0,57.033,8.3156
3423.0,57.050,8.2866
3424.0,57.067,8.2793
3425.0,57.083,8.2321
3426.0,57.100,8.2466
3427.0,57.117,8.2430
3428.0,57.133,8.1377
3429.0,57.150,8.2430
3430.0,57.167,8.2357
3431.0,57.183,8.3120
3432.0,57.200,8.2975
3433.0,57.217,8.2720
3434.0,57.233,8.3084
3435.0,57.250,8.3011
3436.0,57.267,8.2938
3437.0,57.283,8.2430
3438.0,57.300,8.1631
3439.0,57.317,8.2757
3440.0,57.333,8.1994
3441.0,57.350,8.2466
3442.0,57.367,8.2212
3443.0,57.383,8.1958
3444.0,57.400,8.2902
3445.0,57.417,8.3084
3446.0,57.433,8.2575
3447.0,57.450,8.2866
3448.0,57.467,8.2539
3449.0,57.483,8.2866
3450.0,57.500,8.2176
3451.0,57.517,8.2757
3452.0,57.533,8.2067
3453.0,57.550,8.2466
3454.0,57.567,8.2357
3455.0,57.583,8.2176
3456.0,57.600,8.3084
3457.0,57.617,8.2684
3458.0,57.633,8.3047
3459.0,57.650,8.2975
3460.0,57.667,8.3120
3461.0,57.683,8.2829
3462.0,57.700,8.2720
3463.0,57.717,8.1958
3464.0,57.733,8.2212
3465.0,57.750,8.2394
3466.0,57.767,8.2321
3467.0,57.783,8.2321
3468.0,57.800,8.2757
3469.0,57.817,8.3047
3470.0,57.833,8.2902
3471.0,57.850,8.3047
3472.0,57.867,8.2684
3473.0,57.883,8.2829
3474.0,57.900,8.2829
3475.0,57.917,8.2466
3476.0,57.933,8.2176
3477.0,57.950,8.1667
3478.0,57.967,8.2176
3479.0,57.983,8.1595
3480.0,58.000,8.1377
3481.0,58.017,8.3084
3482.0,58.033,8.3229
3483.0,58.050,8.2975
3484.0,58.067,8.2938
3485.0,58.083,8.2829
3486.0,58.100,8.2975
3487.0,58.117,8.2648
3488.0,58.133,8.2176
3489.0,58.150,8.2466
3490.0,58.167,8.2394
3491.0,58.183,8.2357
3492.0,58.200,8.2575
3493.0,58.217,8.2866
3494.0,58.233,8.2720
3495.0,58.250,8.3011
3496.0,58.267,8.2757
3497.0,58.283,8.2938
3498.0,58.300,8.2975
3499.0,58.317,8.2938
3500.0,58.333,8.2285
3501.0,58.350,8.2321
3502.0,58.367,8.2757
3503.0,58.383,8.2503
3504.0,58.400,8.1885
3505.0,58.417,8.2539
3506.0,58.433,8.3084
3507.0,58.450,8.2829
