# Test: Metal Detector Battery Discharge Test
# Date: 2026-01-21 11:51:43
# Threshold: 6.0V
# Pass criteria: > 100 min
#
elapsed_seconds,elapsed_minutes,voltage_V
4903.0,81.717,8.1268
4904.0,81.733,8.1486
4905.0,81.750,8.0106
4906.0,81.767,8.0977
4907.0,81.783,8.0578
4908.0,81.800,8.1159
4909.0,81.817,8.1304
4910.0,81.833,8.0360
4911.0,81.850,8.1304
4912.0,81.867,8.1558
4913.0,81.883,8.1704
4914.0,81.900,8.1776
4915.0,81.917,8.1522
4916.0,81.933,8.1486
4917.0,81.950,8.0433
4918.0,81.967,8.0687
4919.0,81.983,8.1340
4920.0,82.000,8.1558
4921.0,82.017,8.0977
4922.0,82.033,8.0069
4923.0,82.050,8.1558
4924.0,82.067,8.1558
4925.0,82.083,8.1740
4926.0,82.100,8.1159
4927.0,82.117,8.1776
4928.0,82.133,8.1740
4929.0,82.150,8.1667
4930.0,82.167,8.0469
4931.0,82.183,8.0723
4932.0,82.200,8.0069
4933.0,82.217,8.0832
4934.0,82.233,8.1231
4935.0,82.250,8.0069
4936.0,82.267,8.1704
4937.0,82.283,8.1631
4938.0,82.300,8.1486
4939.0,82.317,8.1667
4940.0,82.333,8.1885
4941.0,82.350,8.0977
4942.0,82.367,8.0614
4943.0,82.383,8.1377
4944.0,82.400,8.0977
4945.0,82.417,8.1050
4946.0,82.433,8.1123
4947.0,82.450,8.0977
4948.0,82.467,8.1123
4949.0,82.483,8.1667
4950.0,82.500,8.1231
4951.0,82.517,8.1377
4952.0,82.533,8.1413
4953.0,82.550,8.1231
4954.0,82.567,8.1522
4955.0,82.583,8.1086
4956.0,82.600,8.1014
4957.0,82.617,8.0360
4958.0,82.633,8.0287
4959.0,82.650,8.1340
4960.0,82.667,8.1231
4961.0,82.683,8.1885
4962.0,82.700,8.1558
4963.0,82.717,8.1486
4964.0,82.733,8.1522
4965.0,82.750,8.1268
4966.0,82.767,8.1377
4967.0,82.783,8.0287
4968.0,82.800,8.1667
4969.0,82.817,8.1595
4970.0,82.833,8.0142
4971.0,82.850,8.0759
4972.0,82.867,8.0469
4973.0,82.883,8.0868
4974.0,82.900,8.1486
4975.0,82.917,8.1413
4976.0,82.933,8.1304
4977.0,82.950,8.1486
4978.0,82.967,8.1449
4979.0,82.983,8.1558
4980.0,83.000,8.0977
4981.0,83.017,8.0324
4982.0,83.033,8.0578
4983.0,83.050,8.1159
4984.0,83.067,8.1123
4985.0,83.083,8.0469
4986.0,83.100,8.1667
4987.0,83.117,8.1558
4988.0,83.133,8.1486
4989.0,83.150,8.1595
4990.0,83.167,8.1377
4991.0,83.183,8.1377
4992.0,83.200,8.0796
4993.0,83.217,8.1667
4994.0,83.233,8.1522
4995.0,83.250,8.0505
4996.0,83.267,8.0687
4997.0,83.283,8.0578
4998.0,83.300,8.1377
4999.0,83.317,8.1377
5000.0,83.333,8.1667
5001.0,83.350,8.1486
5002.0,83.367,8.1558
5003.0,83.383,8.1631
5004.0,83.400,8.1377
5005.0,83.417,8.0687
5006.0,83.433,8.1195
5007.0,83.450,8.0324
5008.0,83.467,8.0832
5009.0,83.483,8.0360
5010.0,83.500,8.0868
5011.0,83.517,8.1413
5012.0,83.533,8.1631
5013.0,83.550,8.1776
5014.0,83.567,8.1123
5015.0,83.583,8.1631
5016.0,83.600,8.1522
5017.0,83.617,8.0469
5018.0,83.633,8.1086
5019.0,83.650,8.1159
5020.0,83.667,8.0977
5021.0,83.683,8.0614
5022.0,83.700,8.0759
5023.0,83.717,8.1340
5024.0,83.733,8.1377
5025.0,83.750,8.1558
5026.0,83.767,8.1667
5027.0,83.783,8.1558
5028.0,83.800,8.1377
5029.0,83.817,8.1377
5030.0,83.833,8.1304
5031.0,83.850,8.0868
5032.0,83.867,8.1014
5033.0,83.883,8.0541
5034.0,83.900,8.0578
5035.0,83.917,8.0178
5036.0,83.933,8.1558
5037.0,83.950,8.1667
5038.0,83.967,8.1086
5039.0,83.983,8.1377
5040.0,84.000,8.1522
5041.0,84.017,8.1377
5042.0,84.033,8.0905
5043.0,84.050,8.0796
5044.0,84.067,8.0868
5045.0,84.083,8.1304
5046.0,84.100,8.1231
5047.0,84.117,8.0541
5048.0,84.133,8.1340
5049.0,84.150,8.1558
5050.0,84.167,8.1413
5051.0,84.183,8.1486
5052.0,84.200,8.1413
5053.0,84.217,8.1522
5054.0,84.233,8.1304
5055.0,84.250,8.0868
5056.0,84.267,8.0578
5057.0,84.283,8.0178
5058.0,84.300,8.0069
5059.0,84.317,8.0868
5060.0,84.333,8.0868
5061.0,84.350,8.1595
5062.0,84.367,8.1413
5063.0,84.383,8.1558
5064.0,84.400,8.1377
5065.0,84.417,8.1558
5066.0,84.433,8.1522
5067.0,84.450,8.1231
5068.0,84.467,8.0069
5069.0,84.483,8.0868
5070.0,84.500,8.1631
5071.0,84.517,8.1123
5072.0,84.533,8.0868
5073.0,84.550,8.1014
5074.0,84.567,8.1667
5075.0,84.583,8.1268
5076.0,84.600,8.1486
5077.0,84.617,8.1631
5078.0,84.633,8.1413
5079.0,84.650,8.1486
5080.0,84.667,8.1377
5081.0,84.683,8.0433
5082.0,84.700,8.0069
5083.0,84.717,8.0069
5084.0,84.733,8.0687
5085.0,84.750,8.1304
5086.0,84.767,7.9924
5087.0,84.783,8.1377
5088.0,84.800,8.1014
5089.0,84.817,8.1558
5090.0,84.833,8.1558
5091.0,84.850,8.1377
5092.0,84.867,8.1268
5093.0,84.883,8.1340
5094.0,84.900,8.0868
5095.0,84.917,8.0977
5096.0,84.933,8.0106
5097.0,84.950,8.0396
5098.0,84.967,8.0977
5099.0,84.983,8.1558
5100.0,85.000,8.1486
5101.0,85.017,8.1231
5102.0,85.033,8.1159
5103.0,85.050,8.1377
5104.0,85.067,8.1268
5105.0,85.083,8.1268
5106.0,85.100,8.0541
5107.0,85.117,8.1086
5108.0,85.133,8.0868
5109.0,85.150,8.0215
5110.0,85.167,8.0324
5111.0,85.183,7.9888
5112.0,85.200,8.1486
5113.0,85.217,8.1340
5114.0,85.233,8.1268
5115.0,85.250,8.1413
5116.0,85.267,8.1377
5117.0,85.283,8.1231
5118.0,85.300,8.1195
5119.0,85.317,8.0905
5120.0,85.333,8.0868
5121.0,85.350,8.0796
5122.0,85.367,8.0759
5123.0,85.383,8.0687
5124.0,85.400,8.1413
5125.0,85.417,8.1522
5126.0,85.433,8.1595
5127.0,85.450,8.1558
5128.0,85.467,8.1413
5129.0,85.483,8.1377
5130.0,85.500,8.0215
5131.0,85.517,8.0324
5132.0,85.533,8.0832
5133.0,85.550,8.0832
5134.0,85.567,8.1123
5135.0,85.583,8.1159
5136.0,85.600,8.1086
5137.0,85.617,8.1413
5138.0,85.633,8.1667
5139.0,85.650,8.1522
5140.0,85.667,8.1486
5141.0,85.683,8.1486
5142.0,85.700,8.1086
5143.0,85.717,8.1086
5144.0,85.733,8.1123
5145.0,85.750,8.0759
5146.0,85.767,8.0687
5147.0,85.783,8.1268
5148.0,85.800,8.0977
5149.0,85.817,8.1522
5150.0,85.833,8.1231
5151.0,85.850,8.1558
5152.0,85.867,8.1377
5153.0,85.883,8.1595
5154.0,85.900,8.1304
5155.0,85.917,8.0905
5156.0,85.933,8.0324
5157.0,85.950,8.0324
5158.0,85.967,8.0832
5159.0,85.983,8.0723
5160.0,86.000,8.0977
5161.0,86.017,8.1377
5162.0,86.033,8.1377
5163.0,86.050,8.1123
5164.0,86.067,8.1413
5165.0,86.083,8.1377
5166.0,86.100,8.1413
5167.0,86.117,8.1377
5168.0,86.133,8.0578
5169.0,86.150,8.0251
5170.0,86.167,8.0832
5171.0,86.183,8.1268
5172.0,86.200,8.0433
5173.0,86.217,7.9960
5174.0,86.233,8.1014
5175.0,86.250,8.1631
5176.0,86.267,8.1304
5177.0,86.283,8.1413
5178.0,86.300,8.1304
5179.0,86.317,8.1014
5180.0,86.333,8.0578
5181.0,86.350,8.0324
5182.0,86.367,8.0614
5183.0,86.383,8.0614
5184.0,86.400,8.0614
5185.0,86.417,8.0905
5186.0,86.433,7.9924
5187.0,86.450,8.1340
5188.0,86.467,8.1522
5189.0,86.483,8.1377
5190.0,86.500,8.1486
5191.0,86.517,8.1304
5192.0,86.533,8.1340
5193.0,86.550,8.0614
5194.0,86.567,8.1159
5195.0,86.583,8.0832
5196.0,86.600,8.0178
5197.0,86.617,8.0868
5198.0,86.633,8.1086
5199.0,86.650,8.0215
5200.0,86.667,8.1486
5201.0,86.683,8.1413
5202.0,86.700,8.1413
5203.0,86.717,8.1449
5204.0,86.733,8.1413
5205.0,86.750,8.1486
5206.0,86.767,7.9670
5207.0,86.783,8.0687
5208.0,86.800,8.0868
5209.0,86.817,8.0433
5210.0,86.833,8.0905
5211.0,86.850,8.0178
5212.0,86.867,8.1377
5213.0,86.883,8.1268
5214.0,86.900,8.1558
5215.0,86.917,8.1486
5216.0,86.933,8.1268
5217.0,86.950,8.0977
5218.0,86.967,8.0251
5219.0,86.983,8.0324
5220.0,87.000,8.0614
5221.0,87.017,8.0687
5222.0,87.033,8.0069
5223.0,87.050,8.0650
5224.0,87.067,8.1340
5225.0,87.083,8.0832
5226.0,87.100,8.1304
5227.0,87.117,8.1159
5228.0,87.133,8.1486
5229.0,87.150,8.1304
5230.0,87.167,8.1776
5231.0,87.183,8.0723
5232.0,87.200,8.0941
5233.0,87.217,8.0759
5234.0,87.233,8.0832
5235.0,87.250,8.0396
5236.0,87.267,8.0723
5237.0,87.283,8.1667
5238.0,87.300,8.1377
5239.0,87.317,8.1304
5240.0,87.333,8.1268
5241.0,87.350,8.0977
5242.0,87.367,8.1340
5243.0,87.383,8.1231
5244.0,87.400,8.0687
5245.0,87.417,8.0905
5246.0,87.433,7.9815
5247.0,87.450,8.0069
5248.0,87.467,8.0723
5249.0,87.483,8.0905
5250.0,87.500,8.1014
5251.0,87.517,8.1159
5252.0,87.533,8.1377
5253.0,87.550,8.1123
5254.0,87.567,8.1231
5255.0,87.583,8.1159
5256.0,87.600,8.0215
5257.0,87.617,8.0832
5258.0,87.633,8.0759
5259.0,87.650,8.0578
5260.0,87.667,7.9997
5261.0,87.683,8.0759
5262.0,87.700,8.1231
5263.0,87.717,8.1304
5264.0,87.733,8.1268
5265.0,87.750,8.0905
5266.0,87.767,8.1377
5267.0,87.783,8.1304
5268.0,87.800,8.0251
5269.0,87.817,8.0033
5270.0,87.833,8.0541
5271.0,87.850,8.0396
5272.0,87.867,8.1014
5273.0,87.883,8.0868
5274.0,87.900,8.0687
5275.0,87.917,8.1268
5276.0,87.933,8.1304
5277.0,87.950,8.1195
5278.0,87.967,8.1268
5279.0,87.983,8.1340
5280.0,88.000,8.1268
5281.0,88.017,8.0759
5282.0,88.033,8.0287
5283.0,88.050,8.0578
5284.0,88.067,8.0069
5285.0,88.083,8.1159
5286.0,88.100,8.0977
5287.0,88.117,8.1231
5288.0,88.133,8.1558
5289.0,88.150,8.1304
5290.0,88.167,8.1340
5291.0,88.183,8.1123
5292.0,88.200,8.1268
5293.0,88.217,8.1123
5294.0,88.233,8.0433
5295.0,88.250,8.0178
5296.0,88.267,8.0324
5297.0,88.283,8.0178
5298.0,88.300,8.0941
5299.0,88.317,8.0796
5300.0,88.333,8.1268
5301.0,88.350,8.1413
5302.0,88.367,8.1123
5303.0,88.383,8.1268
5304.0,88.400,8.1159
5305.0,88.417,8.1522
5306.0,88.433,7.9815
5307.0,88.450,8.0396
5308.0,88.467,8.0541
5309.0,88.483,8.0832
5310.0,88.500,8.0324
5311.0,88.517,8.0433
5312.0,88.533,8.1014
5313.0,88.550,8.1159
5314.0,88.567,8.1449
5315.0,88.583,8.1123
5316.0,88.600,8.1413
5317.0,88.617,8.1377
5318.0,88.633,8.1159
5319.0,88.650,8.1377
5320.0,88.667,8.0759
5321.0,88.683,8.0832
5322.0,88.700,8.0178
5323.0,88.717,8.0033
5324.0,88.733,8.0832
5325.0,88.750,8.1159
5326.0,88.767,8.1086
5327.0,88.783,8.1413
5328.0,88.800,8.0977
5329.0,88.817,8.1014
5330.0,88.833,8.0832
5331.0,88.850,8.0687
5332.0,88.867,8.0033
5333.0,88.883,8.0687
5334.0,88.900,8.1014
5335.0,88.917,8.0287
5336.0,88.933,8.1195
5337.0,88.950,8.0832
5338.0,88.967,8.1159
5339.0,88.983,8.0905
5340.0,89.000,8.1377
5341.0,89.017,8.0977
5342.0,89.033,8.1159
5343.0,89.050,8.1086
5344.0,89.067,8.0541
5345.0,89.083,8.0178
5346.0,89.100,8.0433
5347.0,89.117,8.0868
5348.0,89.133,8.0578
5349.0,89.150,7.9888
5350.0,89.167,8.1231
5351.0,89.183,8.1159
5352.0,89.200,8.1123
5353.0,89.217,8.1268
5354.0,89.233,8.1050
5355.0,89.250,8.1086
5356.0,89.267,8.1377
5357.0,89.283,8.0069
5358.0,89.300,8.0759
5359.0,89.317,8.0251
5360.0,89.333,8.0433
5361.0,89.350,8.0723
5362.0,89.367,8.0396
5363.0,89.383,8.1268
5364.0,89.400,8.1486
5365.0,89.417,8.1123
5366.0,89.433,8.1159
5367.0,89.450,8.1377
5368.0,89.467,8.0723
5369.0,89.483,8.1086
5370.0,89.500,8.0251
5371.0,89.517,8.0287
5372.0,89.533,7.9815
5373.0,89.550,8.0033
5374.0,89.567,8.0215
5375.0,89.583,8.0868
5376.0,89.600,8.1449
5377.0,89.617,8.1231
5378.0,89.633,8.1086
5379.0,89.650,8.1340
5380.0,89.667,8.1231
5381.0,89.683,8.1123
5382.0,89.700,8.0723
5383.0,89.717,8.0868
5384.0,89.733,7.9924
5385.0,89.750,8.0069
5386.0,89.767,8.0723
5387.0,89.783,8.1268
5388.0,89.800,8.1304
5389.0,89.817,8.1268
5390.0,89.833,8.1086
5391.0,89.850,8.1340
5392.0,89.867,8.1268
5393.0,89.883,8.0977
5394.0,89.900,7.9997
5395.0,89.917,8.1268
5396.0,89.933,7.9779
5397.0,89.950,8.0178
5398.0,89.967,8.0905
5399.0,89.983,8.1159
5400.0,90.000,8.1123
5401.0,90.017,8.1413
5402.0,90.033,8.0541
5403.0,90.050,8.1340
5404.0,90.067,8.1340
5405.0,90.083,8.1014
5406.0,90.100,8.0759
5407.0,90.117,8.0650
5408.0,90.133,8.0905
5409.0,90.150,8.0433
5410.0,90.167,8.0215
5411.0,90.183,8.0069
5412.0,90.200,8.0687
5413.0,90.217,8.1377
5414.0,90.233,8.1086
5415.0,90.250,8.1268
5416.0,90.267,8.1304
5417.0,90.283,8.1231
5418.0,90.300,8.0941
5419.0,90.317,8.0977
5420.0,90.333,8.0723
5421.0,90.350,8.0723
5422.0,90.367,8.0687
5423.0,90.383,8.0069
5424.0,90.400,8.0033
5425.0,90.417,8.1231
5426.0,90.433,8.1449
5427.0,90.450,8.1014
5428.0,90.467,8.0759
5429.0,90.483,8.0868
5430.0,90.500,8.1377
5431.0,90.517,8.0868
5432.0,90.533,8.0033
5433.0,90.550,8.0868
5434.0,90.567,8.0578
5435.0,90.583,8.0396
5436.0,90.600,8.0832
5437.0,90.617,7.9888
5438.0,90.633,8.0977
5439.0,90.650,8.0687
5440.0,90.667,8.0977
5441.0,90.683,8.1086
5442.0,90.700,8.1159
5443.0,90.717,8.0796
5444.0,90.733,8.0433
5445.0,90.750,8.0687
5446.0,90.767,8.0868
5447.0,90.783,8.0069
5448.0,90.800,8.0759
5449.0,90.817,8.0069
5450.0,90.833,8.0759
5451.0,90.850,8.1123
5452.0,90.867,8.1123
5453.0,90.883,8.1123
5454.0,90.900,8.1268
5455.0,90.917,8.0905
5456.0,90.933,8.0687
5457.0,90.950,8.0905
5458.0,90.967,7.9997
5459.0,90.983,8.0832
5460.0,91.000,8.0033
5461.0,91.017,8.0396
5462.0,91.033,8.0868
5463.0,91.050,8.1304
5464.0,91.067,8.1268
5465.0,91.083,8.1086
5466.0,91.100,8.1050
5467.0,91.117,8.0868
5468.0,91.133,8.1268
5469.0,91.150,8.0977
5470.0,91.167,7.9997
5471.0,91.183,8.0977
5472.0,91.200,8.0069
5473.0,91.217,7.9924
5474.0,91.233,8.0687
5475.0,91.250,8.0977
5476.0,91.267,8.1159
5477.0,91.283,8.1268
5478.0,91.300,8.1231
5479.0,91.317,8.1086
5480.0,91.333,8.1231
5481.0,91.350,8.0360
5482.0,91.367,8.0977
5483.0,91.383,8.0215
5484.0,91.400,8.0614
5485.0,91.417,8.0215
5486.0,91.433,8.0614
5487.0,91.450,8.0178
5488.0,91.467,8.1123
5489.0,91.483,8.1086
5490.0,91.500,8.1050
5491.0,91.517,8.0759
5492.0,91.533,8.0977
5493.0,91.550,8.0832
5494.0,91.567,8.0578
5495.0,91.583,8.0324
5496.0,91.600,8.0832
5497.0,91.617,8.0251
5498.0,91.633,7.9670
5499.0,91.650,8.0868
5500.0,91.667,8.0433
5501.0,91.683,8.1050
5502.0,91.700,8.0977
5503.0,91.717,8.1159
5504.0,91.733,8.0541
5505.0,91.750,8.0614
5506.0,91.767,8.1086
5507.0,91.783,8.0723
5508.0,91.800,8.0324
5509.0,91.817,8.0832
5510.0,91.833,8.0469
5511.0,91.850,8.0324
5512.0,91.867,8.1123
5513.0,91.883,7.9670
5514.0,91.900,8.1231
5515.0,91.917,8.0977
5516.0,91.933,8.0868
5517.0,91.950,8.0977
5518.0,91.967,8.0868
5519.0,91.983,8.0687
5520.0,92.000,8.0578
5521.0,92.017,8.0614
5522.0,92.033,8.0433
5523.0,92.050,8.0287
5524.0,92.067,8.0723
5525.0,92.083,7.9706
5526.0,92.100,8.1268
5527.0,92.117,8.1304
5528.0,92.133,8.1123
5529.0,92.150,8.0977
5530.0,92.167,8.0832
5531.0,92.183,8.0941
5532.0,92.200,8.0469
5533.0,92.217,8.0287
5534.0,92.233,8.0215
5535.0,92.250,8.1086
5536.0,92.267,8.0324
5537.0,92.283,8.0324
5538.0,92.300,8.1340
5539.0,92.317,8.1123
5540.0,92.333,8.1195
5541.0,92.350,8.0832
5542.0,92.367,8.1268
5543.0,92.383,8.1014
5544.0,92.400,8.1050
5545.0,92.417,7.9815
5546.0,92.433,8.0759
5547.0,92.450,8.0687
5548.0,92.467,8.0505
5549.0,92.483,8.0433
5550.0,92.500,7.9706
5551.0,92.517,8.0832
5552.0,92.533,8.0868
5553.0,92.550,8.0977
5554.0,92.567,8.1195
5555.0,92.583,8.0832
5556.0,92.600,8.0905
5557.0,92.617,8.0215
5558.0,92.633,8.0178
5559.0,92.650,7.9924
5560.0,92.667,8.0614
5561.0,92.683,8.0287
5562.0,92.700,7.9597
5563.0,92.717,8.1268
5564.0,92.733,8.1123
5565.0,92.750,8.1086
5566.0,92.767,8.1268
5567.0,92.783,8.1304
5568.0,92.800,8.1231
5569.0,92.817,8.1231
5570.0,92.833,8.0868
5571.0,92.850,8.0069
5572.0,92.867,8.0469
5573.0,92.883,8.0723
5574.0,92.900,8.0614
5575.0,92.917,8.0433
5576.0,92.933,8.0868
5577.0,92.950,8.0832
5578.0,92.967,8.1123
5579.0,92.983,8.1050
5580.0,93.000,8.0687
5581.0,93.017,8.1086
5582.0,93.033,8.0905
5583.0,93.050,8.0433
5584.0,93.067,8.0069
5585.0,93.083,8.0215
5586.0,93.100,8.0687
5587.0,93.117,8.0469
5588.0,93.133,8.0469
5589.0,93.150,8.0941
5590.0,93.167,8.0687
5591.0,93.183,8.1014
5592.0,93.200,8.1159
5593.0,93.217,8.1014
5594.0,93.233,8.0469
5595.0,93.250,8.1159
5596.0,93.267,8.0469
5597.0,93.283,8.0505
5598.0,93.300,8.0469
5599.0,93.317,7.9888
5600.0,93.333,8.1268
5601.0,93.350,8.0469
5602.0,93.367,8.1123
5603.0,93.383,8.0905
5604.0,93.400,8.1014
5605.0,93.417,8.0977
5606.0,93.433,8.1014
5607.0,93.450,8.0759
5608.0,93.467,8.0505
5609.0,93.483,7.9706
5610.0,93.500,7.9815
5611.0,93.517,8.0868
5612.0,93.533,8.0396
5613.0,93.550,8.0759
5614.0,93.567,8.0868
5615.0,93.583,8.1014
5616.0,93.600,8.1086
5617.0,93.617,8.0687
5618.0,93.633,8.1086
5619.0,93.650,8.1123
5620.0,93.667,8.1014
5621.0,93.683,8.0433
5622.0,93.700,7.9779
5623.0,93.717,8.1159
5624.0,93.733,8.0251
5625.0,93.750,8.0650
5626.0,93.767,8.1014
5627.0,93.783,8.0796
5628.0,93.800,8.1050
5629.0,93.817,8.1123
5630.0,93.833,8.1014
5631.0,93.850,8.0723
5632.0,93.867,8.0505
5633.0,93.883,7.9452
5634.0,93.900,8.0505
5635.0,93.917,8.0505
5636.0,93.933,8.0578
5637.0,93.950,8.0723
5638.0,93.967,8.0251
5639.0,93.983,8.0868
5640.0,94.000,8.1014
5641.0,94.017,8.0905
5642.0,94.033,8.0723
5643.0,94.050,8.1086
5644.0,94.067,8.0759
5645.0,94.083,8.0033
5646.0,94.100,8.0433
5647.0,94.117,8.0650
5648.0,94.133,8.0578
5649.0,94.150,8.0868
5650.0,94.167,8.0650
5651.0,94.183,8.1086
5652.0,94.200,8.1123
5653.0,94.217,8.0723
5654.0,94.233,8.0832
5655.0,94.250,8.0868
5656.0,94.267,8.0832
5657.0,94.283,8.0505
5658.0,94.300,8.0106
5659.0,94.317,8.0215
5660.0,94.333,7.9779
5661.0,94.350,8.0324
5662.0,94.367,8.0759
5663.0,94.383,8.0469
5664.0,94.400,8.0868
5665.0,94.417,8.0832
5666.0,94.433,8.0905
5667.0,94.450,8.1123
5668.0,94.467,8.0868
5669.0,94.483,8.0868
5670.0,94.500,8.0324
5671.0,94.517,8.0360
5672.0,94.533,8.0287
5673.0,94.550,8.0178
5674.0,94.567,8.0215
5675.0,94.583,8.0759
5676.0,94.600,8.0541
5677.0,94.617,8.1086
5678.0,94.633,8.0868
5679.0,94.650,8.0832
5680.0,94.667,8.1086
5681.0,94.683,8.0796
5682.0,94.700,8.0796
5683.0,94.717,7.9779
5684.0,94.733,8.0541
5685.0,94.750,7.9779
5686.0,94.767,7.9416
5687.0,94.783,8.0723
5688.0,94.800,7.9670
5689.0,94.817,8.0832
5690.0,94.833,8.1268
5691.0,94.850,8.1086
5692.0,94.867,8.0977
5693.0,94.883,8.0832
5694.0,94.900,8.1231
5695.0,94.917,8.0759
5696.0,94.933,8.0433
5697.0,94.950,7.9634
5698.0,94.967,8.0360
5699.0,94.983,8.0578
5700.0,95.000,8.0578
5701.0,95.017,7.9742
5702.0,95.033,8.1086
5703.0,95.050,8.0977
5704.0,95.067,8.1231
5705.0,95.083,8.1086
5706.0,95.100,8.0905
5707.0,95.117,8.0941
5708.0,95.133,8.0505
5709.0,95.150,8.0069
5710.0,95.167,8.0433
5711.0,95.183,8.0687
5712.0,95.200,8.0324
5713.0,95.217,7.9634
5714.0,95.233,8.0433
5715.0,95.250,8.1086
5716.0,95.267,8.0759
5717.0,95.283,8.1268
5718.0,95.300,8.0868
5719.0,95.317,8.0759
5720.0,95.333,8.0033
5721.0,95.350,7.9742
5722.0,95.367,7.9634
5723.0,95.383,7.9742
5724.0,95.400,8.0251
5725.0,95.417,8.0541
5726.0,95.433,8.0215
5727.0,95.450,8.1014
5728.0,95.467,8.0868
5729.0,95.483,8.0759
5730.0,95.500,8.0796
5731.0,95.517,8.0796
5732.0,95.533,8.0469
5733.0,95.550,8.0723
5734.0,95.567,7.9888
5735.0,95.583,8.0578
5736.0,95.600,8.0396
5737.0,95.617,8.0469
5738.0,95.633,8.0360
5739.0,95.650,8.0868
5740.0,95.667,8.1123
5741.0,95.683,8.0433
5742.0,95.700,8.0941
5743.0,95.717,8.0614
5744.0,95.733,8.1014
5745.0,95.750,7.9670
5746.0,95.767,8.0796
5747.0,95.783,8.0687
5748.0,95.800,8.0324
5749.0,95.817,7.9888
5750.0,95.833,8.0687
5751.0,95.850,8.0687
5752.0,95.867,8.0905
5753.0,95.883,8.0723
5754.0,95.900,8.0977
5755.0,95.917,8.0868
5756.0,95.933,8.0614
5757.0,95.950,8.0433
5758.0,95.967,7.9379
5759.0,95.983,8.0723
5760.0,96.000,7.9779
5761.0,96.017,8.0360
5762.0,96.033,8.0578
5763.0,96.050,8.0505
5764.0,96.067,7.9379
5765.0,96.083,8.0977
5766.0,96.100,8.0687
5767.0,96.117,8.1086
5768.0,96.133,8.0796
5769.0,96.150,8.0868
5770.0,96.167,8.0905
5771.0,96.183,8.1231
5772.0,96.200,8.0614
5773.0,96.217,8.0723
5774.0,96.233,8.0759
5775.0,96.250,8.0433
5776.0,96.267,7.9488
5777.0,96.283,8.0759
5778.0,96.300,8.0505
5779.0,96.317,8.0977
5780.0,96.333,8.1014
5781.0,96.350,8.0868
5782.0,96.367,8.0614
5783.0,96.383,8.0433
5784.0,96.400,8.0360
5785.0,96.417,8.0868
5786.0,96.433,7.9779
5787.0,96.450,8.0360
5788.0,96.467,7.9888
5789.0,96.483,8.0832
5790.0,96.500,8.0832
5791.0,96.517,8.0759
5792.0,96.533,8.0687
5793.0,96.550,8.0796
5794.0,96.567,8.0723
5795.0,96.583,8.0941
5796.0,96.600,7.9888
5797.0,96.617,8.0324
5798.0,96.633,7.9851
5799.0,96.650,7.9815
5800.0,96.667,8.0687
5801.0,96.683,7.9670
5802.0,96.700,8.0868
5803.0,96.717,8.0868
5804.0,96.733,8.0905
5805.0,96.750,8.1086
5806.0,96.767,8.0723
5807.0,96.783,8.0723
5808.0,96.800,7.9416
5809.0,96.817,8.0469
5810.0,96.833,7.9779
5811.0,96.850,8.0759
5812.0,96.867,8.0360
5813.0,96.883,7.9525
5814.0,96.900,8.0977
5815.0,96.917,8.0650
5816.0,96.933,8.0868
5817.0,96.950,8.1123
5818.0,96.967,8.0868
5819.0,96.983,8.0433
5820.0,97.000,8.0977
5821.0,97.017,7.9379
5822.0,97.033,7.9960
5823.0,97.050,7.9779
5824.0,97.067,8.0396
5825.0,97.083,8.0469
5826.0,97.100,8.0578
5827.0,97.117,8.0868
5828.0,97.133,8.0905
5829.0,97.150,8.0868
5830.0,97.167,8.0723
5831.0,97.183,8.0832
5832.0,97.200,8.0977
5833.0,97.217,7.9779
5834.0,97.233,8.0178
5835.0,97.250,8.0287
5836.0,97.267,7.9488
5837.0,97.283,8.0033
5838.0,97.300,8.0469
5839.0,97.317,8.0215
5840.0,97.333,8.0832
5841.0,97.350,8.0977
5842.0,97.367,8.0832
5843.0,97.383,8.0832
5844.0,97.400,8.0541
5845.0,97.417,8.0505
5846.0,97.433,8.0433
5847.0,97.450,8.0251
5848.0,97.467,8.0324
5849.0,97.483,8.0360
5850.0,97.500,8.0614
5851.0,97.517,8.0614
5852.0,97.533,8.0977
5853.0,97.550,8.0759
5854.0,97.567,8.1014
5855.0,97.583,8.0578
5856.0,97.600,8.0759
5857.0,97.617,8.0977
5858.0,97.633,8.0251
5859.0,97.650,7.9634
5860.0,97.667,8.0324
5861.0,97.683,8.0578
5862.0,97.700,8.0578
5863.0,97.717,8.0324
5864.0,97.733,7.9742
5865.0,97.750,8.0614
5866.0,97.767,8.0723
5867.0,97.783,8.0614
5868.0,97.800,8.0687
5869.0,97.817,8.0723
5870.0,97.833,8.0541
5871.0,97.850,8.0469
5872.0,97.867,8.0360
5873.0,97.883,7.9779
5874.0,97.900,8.0324
5875.0,97.917,8.0287
5876.0,97.933,8.0360
5877.0,97.950,8.0324
5878.0,97.967,8.0687
5879.0,97.983,8.0759
5880.0,98.000,8.0868
5881.0,98.017,8.0977
5882.0,98.033,8.0541
5883.0,98.050,8.0723
5884.0,98.067,7.9525
5885.0,98.083,8.0578
5886.0,98.100,7.9670
5887.0,98.117,7.9161
5888.0,98.133,7.9997
5889.0,98.150,8.0578
5890.0,98.167,8.1014
5891.0,98.183,8.0832
5892.0,98.200,8.0723
5893.0,98.217,8.0723
5894.0,98.233,8.0578
5895.0,98.250,8.0687
